phase,split,method,episodes,success_rate,success_ci95,energy_mean,energy_ci95,energy_regret_mean,energy_regret_ci95,final_distance_mean,final_distance_ci95,normalized_progress_mean,normalized_progress_ci95,failure_rate,failure_ci95,normal_impulse_mean,token_uncertainty_mean,robust_anchor_weight_mean
middle,heldout_weak_actuator,cefv_v4,56,0.446429,0.131383,0.139232,0.014912,0.053951,0.013857,0.081577,0.010841,0.776620,0.029301,0.000000,0.000000,0.352494,0.013175,0.000000
middle,heldout_weak_actuator,continuous_force_regression,56,0.482143,0.132059,0.135835,0.014985,0.050554,0.012903,0.081266,0.009466,0.778887,0.024315,0.000000,0.000000,0.356892,0.000000,0.000000
middle,heldout_weak_actuator,cvar_domain_randomized_mpc,56,0.607143,0.129074,0.123738,0.010423,0.038457,0.008745,0.066367,0.007546,0.817790,0.020301,0.000000,0.000000,0.337740,0.000000,0.000000
middle,heldout_weak_actuator,geometry_mpc,56,0.000000,0.000000,0.223555,0.009936,0.138274,0.008961,0.169832,0.007691,0.535590,0.018340,0.000000,0.000000,0.516861,0.000000,0.000000
middle,heldout_weak_actuator,oracle_embodiment_mpc,56,0.821429,0.101220,0.085281,0.006615,0.000000,0.000000,0.049103,0.006375,0.861143,0.020305,0.000000,0.000000,0.424935,0.000000,0.000000
middle,heldout_weak_actuator,random_shooting,56,0.089286,0.075363,0.273866,0.029571,0.188585,0.029243,0.206253,0.027180,0.440973,0.068806,0.000000,0.000000,0.429603,0.000000,0.000000
middle,heldout_weak_actuator,raw_force_scalar,56,0.142857,0.092481,0.196347,0.022182,0.111066,0.022412,0.137748,0.018496,0.619725,0.050280,0.017857,0.035000,0.369542,0.000000,0.000000
middle,heldout_weak_actuator,rc_fev_no_online,56,0.660714,0.125131,0.128087,0.011817,0.042806,0.010339,0.065669,0.008241,0.820779,0.020948,0.000000,0.000000,0.327317,0.103049,0.531480
middle,heldout_weak_actuator,rc_fev_v5,56,0.625000,0.127947,0.127485,0.011806,0.042204,0.010386,0.067407,0.008392,0.815377,0.021930,0.000000,0.000000,0.324891,0.106823,0.452597
middle,heldout_weak_actuator,robust_domain_randomized_mpc,56,0.642857,0.126635,0.129521,0.012071,0.044240,0.010306,0.066775,0.008200,0.818208,0.020632,0.000000,0.000000,0.325831,0.000000,0.000000
middle,heldout_weak_actuator,source_action_transfer,56,0.500000,0.132143,0.133000,0.010730,0.047719,0.010347,0.074811,0.007818,0.796439,0.019750,0.000000,0.000000,0.355358,0.000000,0.000000
middle,high_friction,cefv_v4,56,0.589286,0.130019,0.152526,0.015758,0.064331,0.015391,0.078083,0.011518,0.785730,0.035094,0.017857,0.035000,1.032626,0.015181,0.000000
middle,high_friction,continuous_force_regression,56,0.517857,0.132059,0.140635,0.014426,0.052440,0.013358,0.077184,0.008721,0.792709,0.023539,0.000000,0.000000,0.997236,0.000000,0.000000
middle,high_friction,cvar_domain_randomized_mpc,56,0.678571,0.123428,0.127009,0.010377,0.038813,0.009568,0.063033,0.007548,0.831575,0.019400,0.000000,0.000000,1.037393,0.000000,0.000000
middle,high_friction,geometry_mpc,56,0.000000,0.000000,0.275785,0.021085,0.187590,0.019227,0.211688,0.017948,0.434102,0.042290,0.000000,0.000000,1.425623,0.000000,0.000000
middle,high_friction,oracle_embodiment_mpc,56,0.803571,0.105000,0.088195,0.007505,0.000000,0.000000,0.051739,0.006741,0.859825,0.018867,0.000000,0.000000,1.206208,0.000000,0.000000
middle,high_friction,random_shooting,56,0.053571,0.059509,0.361123,0.045184,0.272928,0.044707,0.284430,0.040201,0.233640,0.106049,0.035714,0.049045,1.171019,0.000000,0.000000
middle,high_friction,raw_force_scalar,56,0.071429,0.068064,0.237631,0.024914,0.149436,0.023348,0.163106,0.022493,0.564465,0.056564,0.000000,0.000000,0.904563,0.000000,0.000000
middle,high_friction,rc_fev_no_online,56,0.625000,0.127947,0.129671,0.011097,0.041475,0.010659,0.066582,0.008559,0.823078,0.021922,0.000000,0.000000,1.023993,0.101627,0.529712
middle,high_friction,rc_fev_v5,56,0.642857,0.126635,0.129670,0.011076,0.041475,0.010693,0.064980,0.008514,0.827381,0.021762,0.000000,0.000000,1.021159,0.105994,0.451522
middle,high_friction,robust_domain_randomized_mpc,56,0.571429,0.130788,0.130990,0.011433,0.042795,0.010795,0.068655,0.008680,0.817654,0.022245,0.000000,0.000000,1.010829,0.000000,0.000000
middle,high_friction,source_action_transfer,56,0.642857,0.126635,0.135631,0.010832,0.047436,0.011715,0.067461,0.009510,0.822898,0.023053,0.000000,0.000000,1.047789,0.000000,0.000000
middle,low_friction,cefv_v4,56,0.357143,0.126635,0.160354,0.014194,0.045551,0.012512,0.092055,0.013915,0.733671,0.042444,0.000000,0.000000,0.196829,0.014212,0.000000
middle,low_friction,continuous_force_regression,56,0.303571,0.121519,0.154288,0.012830,0.039485,0.010458,0.092056,0.011855,0.737901,0.033059,0.000000,0.000000,0.188655,0.000000,0.000000
middle,low_friction,cvar_domain_randomized_mpc,56,0.500000,0.132143,0.129035,0.007406,0.014232,0.005266,0.072971,0.011311,0.793532,0.032332,0.000000,0.000000,0.180860,0.000000,0.000000
middle,low_friction,geometry_mpc,56,0.000000,0.000000,0.332401,0.015562,0.217598,0.014974,0.279043,0.014383,0.206756,0.038767,0.000000,0.000000,0.276132,0.000000,0.000000
middle,low_friction,oracle_embodiment_mpc,56,0.625000,0.127947,0.114803,0.006785,0.000000,0.000000,0.058855,0.009564,0.830228,0.028913,0.000000,0.000000,0.184690,0.000000,0.000000
middle,low_friction,random_shooting,56,0.000000,0.000000,0.358888,0.037460,0.244084,0.037845,0.286953,0.030966,0.190906,0.083778,0.053571,0.059509,0.250307,0.000000,0.000000
middle,low_friction,raw_force_scalar,56,0.053571,0.059509,0.239022,0.023746,0.124219,0.022850,0.172367,0.021339,0.509350,0.061368,0.035714,0.049045,0.207822,0.000000,0.000000
middle,low_friction,rc_fev_no_online,56,0.517857,0.132059,0.129430,0.007361,0.014627,0.005146,0.072267,0.010826,0.795953,0.030813,0.000000,0.000000,0.181938,0.103863,0.532319
middle,low_friction,rc_fev_v5,56,0.500000,0.132143,0.128401,0.007209,0.013598,0.005130,0.073345,0.010859,0.792943,0.030857,0.000000,0.000000,0.182258,0.108223,0.454062
middle,low_friction,robust_domain_randomized_mpc,56,0.482143,0.132059,0.129010,0.007582,0.014207,0.005208,0.075932,0.011130,0.786881,0.031056,0.000000,0.000000,0.187149,0.000000,0.000000
middle,low_friction,source_action_transfer,56,0.500000,0.132143,0.144384,0.010426,0.029581,0.009108,0.073228,0.010670,0.790298,0.030971,0.017857,0.035000,0.205438,0.000000,0.000000
middle,nominal,cefv_v4,56,0.571429,0.130788,0.135651,0.014116,0.036519,0.011138,0.081891,0.014789,0.748585,0.045231,0.000000,0.000000,0.311025,0.016993,0.000000
middle,nominal,continuous_force_regression,56,0.535714,0.131806,0.131456,0.012086,0.032324,0.009271,0.081228,0.010674,0.752317,0.031911,0.000000,0.000000,0.346043,0.000000,0.000000
middle,nominal,cvar_domain_randomized_mpc,56,0.750000,0.114439,0.111187,0.007474,0.012055,0.004056,0.054847,0.008600,0.829161,0.028542,0.000000,0.000000,0.349126,0.000000,0.000000
middle,nominal,geometry_mpc,56,0.000000,0.000000,0.280529,0.012498,0.181397,0.009989,0.223527,0.009337,0.321674,0.019438,0.000000,0.000000,0.397883,0.000000,0.000000
middle,nominal,oracle_embodiment_mpc,56,0.928571,0.068064,0.099132,0.006343,0.000000,0.000000,0.038355,0.006841,0.882548,0.021523,0.000000,0.000000,0.368762,0.000000,0.000000
middle,nominal,random_shooting,56,0.071429,0.068064,0.320149,0.036594,0.221017,0.035043,0.251796,0.033032,0.237585,0.094039,0.017857,0.035000,0.388667,0.000000,0.000000
middle,nominal,raw_force_scalar,56,0.160714,0.097064,0.194252,0.019316,0.095120,0.017637,0.139318,0.017296,0.579512,0.050165,0.000000,0.000000,0.321612,0.000000,0.000000
middle,nominal,rc_fev_no_online,56,0.803571,0.105000,0.109349,0.007571,0.010217,0.003642,0.048484,0.008436,0.853713,0.025066,0.000000,0.000000,0.368784,0.102099,0.530227
middle,nominal,rc_fev_v5,56,0.785714,0.108444,0.110186,0.007492,0.011054,0.003931,0.049508,0.008676,0.850019,0.026454,0.000000,0.000000,0.364871,0.105686,0.451118
middle,nominal,robust_domain_randomized_mpc,56,0.803571,0.105000,0.111613,0.008051,0.012481,0.004266,0.049913,0.009116,0.850204,0.026364,0.000000,0.000000,0.366415,0.000000,0.000000
middle,nominal,source_action_transfer,56,0.732143,0.117037,0.120764,0.006723,0.021632,0.004817,0.051428,0.010566,0.839868,0.034057,0.000000,0.000000,0.358752,0.000000,0.000000
